WMC,CBO,RFC,LOC,NPM,isExistBug
7,10,26,98,23,0
159,11,68,936,27,1
16,3,18,90,7,0
5,2,3,23,27,0
51,12,56,399,44,0
38,7,31,237,26,0
3,3,4,14,19,0
126,12,73,859,41,1
3,9,14,36,45,0
4,3,3,18,1,0
1525,1,156,13459,154,0
3,0,1,8,1,0
4,0,1,15,1,0
40,6,30,193,27,1
45,12,38,219,17,0
9,8,34,97,9,0
11,5,13,48,4,1
20,7,18,117,6,0
3,3,2,18,1,0
2,3,2,12,1,0
3,3,2,16,1,0
1,5,4,7,1,0
3,3,2,16,1,0
2,5,4,9,1,0
0,0,0,3,0,0
51,9,35,279,22,0
1,0,1,6,1,0
5,0,1,6,1,0
8,4,16,71,5,0
2,1,2,11,2,0
37,6,31,186,29,1
3,2,4,16,3,1
3,3,4,14,3,1
35,3,16,175,29,1
48,2,22,235,32,1
31,3,10,115,31,1
12,3,10,58,31,1
28,8,43,206,16,0
4,1,3,9,1,0
1,4,3,5,16,0
1,3,2,5,16,0
1,4,3,5,16,0
