WMC,CBO,RFC,LOC,NPM,isExistBug
42,13,19,205,3,0
1,0,1,12,1,0
27,1,11,96,9,0
3,0,1,13,1,0
1,0,1,9,1,0
9,7,10,133,4,0
2,4,4,10,13,0
3,1,3,7,3,0
6,7,12,39,1,0
14,6,17,53,12,0
41,14,31,177,16,0
6,0,3,22,3,0
25,2,24,175,18,0
3,1,2,22,5,0
8,3,13,44,8,0
2,1,2,13,2,0
4,2,5,21,3,0
2,1,2,15,2,0
4,2,5,21,3,0
16,10,23,109,5,0
2,3,5,16,2,0
71,13,53,524,29,0
1,0,1,7,1,0
1,1,2,6,1,0
1,1,2,7,1,0
1,3,2,12,1,0
3,0,2,16,2,0
1,0,1,11,1,0
1,2,2,6,1,0
2,4,3,12,2,0
3,0,3,17,3,0
2,2,3,14,1,0
3,2,4,22,3,0
0,0,0,2,0,0
16,5,9,181,9,0
10,5,12,135,8,0
72,31,53,414,11,0
1,0,1,5,1,0
0,0,0,2,0,0
18,5,15,189,15,0
8,3,5,80,5,0
4,2,3,42,3,0
7,3,7,84,29,0
27,18,23,159,4,0
1,1,1,3,1,0
4,1,3,23,3,0
1,3,1,8,5,0
2,3,4,12,4,0
8,6,5,24,4,0
2,3,4,12,4,0
8,6,6,24,4,0
3,4,4,11,4,0
4,5,4,15,4,0
10,9,8,65,19,0
49,13,26,208,15,0
108,15,48,471,17,1
0,0,0,11,0,0
11,1,11,40,11,0
12,14,12,79,5,1
37,18,36,191,2,0
54,13,21,242,9,1
24,11,24,143,19,1
11,9,9,55,5,0
6,1,6,14,17,0
134,37,104,1014,24,0
1,0,1,9,0,0
5,5,8,20,34,0
17,8,21,83,16,0
7,0,5,34,5,0
12,6,11,66,9,0
56,5,26,226,10,0
8,10,11,48,5,0
6,6,10,37,75,0
43,0,42,356,42,0
28,8,33,866,49,0
19,7,28,145,42,0
25,19,38,356,43,0
27,8,34,267,50,0
20,20,33,476,37,0
22,6,29,694,46,0
4,2,2,39,26,0
92,1,93,389,116,0
12,1,12,235,35,0
3,2,4,81,27,0
8,11,15,136,29,0
5,7,16,112,33,0
7,6,8,42,7,0
0,1,0,1,23,0
0,1,0,1,23,0
0,1,0,1,23,0
0,1,0,1,23,0
0,1,0,1,23,0
7,6,8,43,7,0
0,1,0,1,23,0
0,1,0,1,23,0
0,1,0,1,23,0
0,1,0,1,23,0
0,1,0,1,23,0
0,1,0,1,23,0
7,5,8,37,7,0
7,5,8,37,7,0
25,6,38,674,49,0
11,0,6,96,6,0
8,1,9,305,32,0
68,4,60,859,43,0
40,3,55,398,64,0
17,2,22,478,40,0
13,1,14,231,37,0
10,1,12,177,34,0
38,2,36,623,58,0
5,1,6,190,29,0
24,1,25,338,48,0
31,14,46,439,48,0
8,1,9,118,32,0
18,1,19,343,42,0
10,9,18,162,33,0
147,32,42,1105,27,0
2,1,2,10,1,0
11,7,7,32,1,0
3,3,3,16,1,0
61,28,36,201,1,0
5,6,11,39,5,0
2,2,5,12,28,0
3,5,3,21,5,0
9,10,2,89,1,0
9,5,14,44,8,0
1,0,1,8,1,0
4,0,2,19,2,0
4,0,2,19,2,0
4,0,2,23,2,0
3,0,2,19,2,0
2,0,2,13,2,0
2,2,3,13,2,0
7,6,6,31,2,0
2,0,2,13,2,0
1,2,2,11,1,0
4,7,8,25,27,0
8,9,14,72,26,0
2,0,2,13,2,0
13,11,10,68,12,0
2,4,3,28,25,0
7,1,9,147,31,0
23,1,24,561,47,0
24,2,26,246,48,0
7,4,10,132,31,0
46,10,58,842,65,0
17,4,15,160,33,0
23,2,24,377,47,0
5,2,7,78,29,0
24,14,49,293,46,0
6,1,6,27,19,0
4,10,17,145,28,0
5,3,4,29,18,0
13,9,16,225,32,0
13,3,8,85,8,0
33,9,15,125,9,1
5,1,4,36,4,0
11,5,8,57,8,0
29,3,23,189,9,1
71,25,29,412,5,0
7,4,6,33,4,0
48,9,36,266,21,0
4,0,4,21,4,0
160,35,91,828,63,1
2,1,2,6,2,0
1,1,1,6,1,1
2,3,2,37,9,0
3,3,4,26,10,0
48,14,33,331,8,0
3,2,3,11,2,0
2,1,2,6,2,0
9,3,4,38,2,0
1,3,2,9,9,0
22,10,11,70,30,0
6,6,11,32,68,0
72,13,31,308,25,1
3,2,5,11,11,0
6,4,10,21,39,0
7,5,12,29,40,0
7,3,12,24,40,0
52,8,27,205,23,1
5,1,6,19,28,0
19,4,15,57,34,0
15,2,13,72,41,0
4,3,7,16,27,0
5,4,8,25,28,0
5,4,8,24,28,0
6,2,10,15,45,0
4,3,6,16,27,0
12,5,12,37,41,0
6,3,10,25,39,0
4,3,7,16,27,0
5,4,8,24,28,0
6,3,10,16,39,0
