CC,LCOM5,WMC,CBO,RFC,DIT,NOC,LOC,NPM,isExistBug
0,1,26,5,16,1,1,94,4,1
0,1,21,13,23,1,0,79,8,1
0.491255,1,323,10,38,1,0,1199,10,1
0,1,19,9,15,1,0,88,2,1
0,1,30,5,16,3,0,82,20,1
0.116002,4,317,54,172,1,0,1780,16,1
0.0858623,1,80,7,32,1,0,486,11,0
0.196951,7,304,36,162,2,0,1832,54,1
0,1,56,13,38,0,0,365,11,1
0,1,9,0,5,0,0,57,5,0
0,2,30,3,10,0,0,176,5,0
0,1,11,5,13,1,0,45,4,1
0,1,44,8,24,0,0,155,1,1
0,0,0,1,0,1,0,86,4,1
0,1,10,3,10,2,0,39,12,1
0,3,10,3,12,2,0,42,15,1
0,2,8,5,14,0,0,87,6,1
0,2,201,44,122,1,0,587,11,1
0,4,19,2,13,1,3,61,12,1
0,3,3,1,3,1,0,18,3,1
0.169208,1,78,18,36,1,0,461,5,0
0,1,9,0,4,0,0,71,4,0
0.0713267,1,41,13,24,0,0,173,5,1
0,1,3,0,3,0,0,17,3,0
0,1,27,9,16,2,0,92,8,1
0,1,17,1,12,1,0,88,7,0
0,1,36,10,30,1,0,248,9,1
0,1,59,14,35,1,0,551,4,1
0,1,25,6,8,1,0,180,6,1
0.369048,1,33,10,13,0,0,228,0,1
0,1,10,3,13,2,1,38,15,1
0,0,4,1,4,0,0,51,4,0
0,3,125,26,80,1,0,727,12,1
0,8,29,17,40,3,0,250,44,1
0.147239,1,14,13,13,1,0,74,3,1
0,3,43,11,25,2,0,164,13,1
0,2,15,2,8,1,0,67,6,1
0,1,27,0,6,0,0,106,5,0
0,3,31,0,7,0,0,191,7,0
0.156015,1,25,14,23,1,0,129,12,0
0.643963,1,22,9,13,1,0,114,5,0
0,0,3,1,3,0,0,19,2,0
0,1,28,7,19,0,2,118,8,0
0.393269,1,34,5,16,0,0,203,1,0
0,7,11,2,11,1,0,47,11,0
0.139966,1,32,15,27,1,0,154,11,1
0.483721,1,32,11,33,1,0,186,6,0
0,0,3,2,5,1,0,24,3,0
0,1,4,6,8,2,0,23,5,0
0,1,9,6,9,2,0,34,5,0
0,2,5,1,4,0,0,18,1,0
0,1,15,3,11,0,0,58,4,0
0,2,127,1,28,0,0,803,8,0
0,4,22,1,18,0,0,186,12,0
0,1,18,1,20,0,0,158,10,0
0.128174,1,43,7,21,0,0,287,3,1
0,0,9,0,9,0,0,156,9,0
0,7,44,5,28,0,1,251,21,1
0.199005,2,87,2,30,0,0,442,22,0
0.126733,2,54,6,27,0,0,335,20,1
0,0,0,1,0,1,0,38,4,0
0.267831,7,46,13,23,0,0,211,10,1
0,5,30,13,17,1,0,97,7,1
0,1,1,5,6,1,0,11,1,0
0,1,13,2,9,1,0,65,7,0
0.00755124,5,320,56,213,2,0,1234,29,1
0,13,110,29,105,2,0,405,36,1
0,1,23,17,34,1,0,105,4,0
0,2,5,7,9,1,0,48,4,0
0,1,20,17,39,1,0,126,4,0
0,6,41,11,39,2,0,206,20,0
0,6,21,12,19,1,0,75,10,0
0,2,13,1,7,0,0,93,4,0
0,1,3,1,4,1,0,24,15,0
0,2,52,15,47,1,1,292,19,1
0,6,34,17,32,2,0,133,57,1
0,1,3,5,4,1,0,11,4,0
0,1,4,4,8,1,0,20,6,0
0,3,12,5,12,1,0,34,6,0
0,1,54,8,28,0,0,200,6,0
0,1,14,0,8,0,1,66,6,1
0,1,19,13,14,0,0,59,2,0
0.18101,4,198,24,98,1,0,602,7,1
0,2,37,6,32,0,3,131,4,0
0,0,6,5,9,1,0,28,6,0
0.0363295,1,545,42,210,1,0,1711,11,1
0,1,6,4,8,1,0,27,5,0
0,3,30,5,20,1,0,89,12,1
0,1,9,4,11,0,3,45,5,0
0,1,76,7,31,1,0,350,6,0
0,1,31,4,23,0,0,245,11,0
0,1,8,9,13,0,1,57,3,1
0,0,5,1,5,0,0,63,5,0
0,0,0,0,0,0,0,15,0,0
0,0,5,2,4,1,4,23,3,1
0,1,20,3,13,1,0,62,6,1
0,2,148,23,92,2,0,552,37,1
0.557522,3,12,5,12,2,0,35,9,1
0,1,8,1,9,0,0,90,1,0
0,2,35,5,15,2,0,117,11,1
0,1,10,5,9,2,0,42,6,1
0,2,31,8,20,2,0,84,11,1
0.403846,3,18,6,14,2,0,49,9,1
0,1,58,12,28,2,0,146,14,1
0,2,41,11,30,2,0,173,12,1
0,3,50,11,19,2,0,129,9,1
0,17,45,15,66,1,0,187,45,1
0,1,25,6,7,1,0,64,6,1
0,1,173,31,89,0,0,556,0,1
0.5053,1,29,5,16,1,0,112,4,1
0.0627635,5,134,16,56,1,0,374,12,1
0.0156288,2,244,43,162,1,2,933,49,1
0,0,0,1,0,1,0,32,4,1
0,15,71,40,148,1,0,405,32,0
0.216625,1,159,24,115,0,0,700,5,1
0.137388,1,123,24,110,0,0,549,2,1
0,4,4,5,7,2,0,18,52,1
0,1,11,7,14,2,0,40,51,1
0,2,13,7,13,1,5,52,6,1
0,1,28,17,29,1,0,157,7,0
0,1,53,5,20,1,0,261,9,0
0,1,39,0,10,0,0,254,10,0
0.25419,2,28,0,3,0,0,186,2,0
0,1,6,9,8,2,0,22,1,0
0,1,69,0,8,0,0,340,1,0
0,4,22,7,15,0,0,133,6,0
0,0,5,5,6,1,0,25,3,1
0,1,6,2,8,0,0,31,0,0
0.0836445,1,63,5,27,1,0,438,8,1
0,1,75,13,41,1,0,461,2,1
0,1,53,15,46,1,0,151,22,0
0.0753769,7,63,41,56,1,0,261,14,1
0,1,18,6,20,1,0,72,8,0
0,1,33,7,20,1,0,113,8,0
0,0,0,1,0,1,0,34,4,0
0,7,57,13,38,2,0,242,15,1
0,1,16,1,11,1,0,58,7,0
0,1,36,21,33,0,0,145,3,1
0,0,5,0,5,0,0,54,5,0
0,1,13,1,5,0,0,56,5,1
0,1,35,1,13,0,0,146,9,1
0,3,15,1,14,0,1,121,8,0
0,1,3,0,3,0,0,40,3,0
0,2,11,1,13,0,0,77,3,1
0,2,140,9,62,0,0,798,17,1
0,2,2,0,2,0,0,11,2,0
0,1,7,1,2,0,0,38,2,0
0,1,37,11,32,0,0,170,13,1
0,0,1,2,3,2,0,6,20,0
0.106713,2,77,5,28,0,0,470,12,0
0,2,56,4,13,0,6,308,4,0
0,1,38,0,7,0,0,268,4,1
0.39917,2,270,5,20,0,0,756,8,1
0,0,3,1,3,0,0,178,3,1
0,1,5,0,5,0,1,70,5,1
0.498502,2,102,1,13,0,0,370,6,1
0,0,5,1,5,0,0,169,5,1
0,1,2,3,3,0,0,34,1,1
0,1,5,0,5,0,0,85,5,1
0.414307,2,68,1,13,0,0,332,6,1
0,0,3,1,3,0,0,99,3,1
0.674884,2,66,1,13,0,0,309,6,1
0,1,36,0,13,0,1,310,12,1
0,1,14,6,8,0,0,83,1,1
0,0,5,5,6,0,0,28,1,1
0.414348,1,52,0,10,0,0,300,8,1
0.449755,1,64,0,11,0,0,367,9,1
0,6,11,2,13,1,0,117,9,1
0.13667,2,78,9,37,1,0,735,18,1
0,1,1,3,1,1,0,8,1,0
0,1,1,2,1,1,0,7,1,0
0,1,1,3,1,1,0,8,1,0
0,1,1,2,1,1,0,7,1,0
0,1,1,2,1,1,0,7,1,0
0,2,2,5,5,1,0,11,2,0
0,2,2,5,5,1,0,11,2,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,2,2,5,5,1,0,11,2,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,3,0,0
0,2,2,5,5,1,0,11,2,0
0,3,4,6,6,1,0,27,3,0
0,0,0,0,0,0,0,3,0,0
0.852941,2,4,4,3,1,0,20,2,0
0,2,4,4,3,1,0,20,2,0
